image_path,label,area,convex_hull_area,solidity,perimeter,width,height,longest_path,center_of_mass_x,center_of_mass_y,convex_hull_vertices
dataset_augment/Apple/Apple_scab/image (294).JPG,0,25523.0,27278.5,0.9356452884139523,760.4406867027283,169,226,1559,133.22132978098185,146.4075931512753,35
dataset_augment/Apple/Apple_scab/image (390)_augmented_1444.JPG,0,25744.0,29086.5,0.8850841455658123,774.2985513210297,206,238,1724,140.24662057178372,172.66034804226229,29
dataset_augment/Apple/Apple_scab/image (560)_augmented_1233.JPG,0,30532.0,33117.0,0.9219434127487394,869.546244263649,234,215,2062,95.35841084763527,157.43829424865714,12
dataset_augment/Apple/Apple_scab/image (372)_augmented_918.JPG,0,35409.0,37865.0,0.9351379902284431,829.3107439279556,234,219,1491,133.17755372927786,136.396989465955,32
dataset_augment/Apple/Apple_scab/image (539)_augmented_632.JPG,0,39070.0,42661.5,0.9158140243545116,924.6833273172379,221,237,1968,128.03964678781674,146.81026362938317,27
dataset_augment/Apple/Apple_scab/image (447).JPG,0,37124.0,39216.5,0.9466423571710887,893.369619011879,241,244,2103,138.7442355349639,162.8983945695507,23
dataset_augment/Apple/Apple_scab/image (595)_augmented_1141.JPG,0,26349.0,27281.0,0.9658370294344049,686.7422024011612,164,228,1583,127.32676761926449,126.23974344377396,33
dataset_augment/Apple/Apple_scab/image (415)_augmented_1436.JPG,0,19835.0,21882.5,0.906432080429567,722.5828220844269,210,215,1874,98.78129568943787,154.64895386942274,27
dataset_augment/Apple/Apple_scab/image (505)_augmented_1198.JPG,0,46599.0,48406.0,0.9626699169524439,985.0020879507065,256,241,2159,126.61874718341595,139.94770274040215,28
dataset_augment/Apple/Apple_scab/image (524)_augmented_753.JPG,0,34437.0,36454.5,0.9446570382257334,835.4873691797256,243,218,1981,126.48314313093475,163.1397043877225,22
dataset_augment/Apple/Apple_scab/image (152).JPG,0,26119.0,26486.5,0.986125007079078,651.6295045614243,154,221,1543,127.05283510088441,122.24384547647307,41
dataset_augment/Apple/Apple_scab/image (502).JPG,0,27112.0,29617.0,0.9154201978593376,759.1269783973694,182,235,1720,118.27452788433166,140.23421363233993,20
dataset_augment/Apple/Apple_scab/image (69)_augmented_829.JPG,0,27152.0,28487.5,0.9531197893813076,725.8132700920105,164,235,1542,118.54828373600472,144.8623674130819,30
dataset_augment/Apple/Apple_scab/image (515)_augmented_830.JPG,0,12312.0,13767.5,0.8942800072634829,534.7594473361969,126,186,1314,180.77217348927874,156.241146848603,28
dataset_augment/Apple/Apple_scab/image (386).JPG,0,20322.0,25247.5,0.8049113773640955,942.0975408554077,206,234,1816,100.41974215136305,129.9441491979136,17
dataset_augment/Apple/Apple_scab/image (465)_augmented_1274.JPG,0,38874.0,42157.5,0.9221135029354207,1003.3940042257309,235,247,1715,119.99197407007254,130.27182692802387,31
dataset_augment/Apple/Apple_scab/image (627)_augmented_996.JPG,0,26788.0,31189.0,0.8588925582737503,905.0264731645584,213,214,1544,134.31443183515006,145.32641481260265,27
dataset_augment/Apple/Apple_scab/image (299)_augmented_1511.JPG,0,46500.0,47923.5,0.9702964099032834,913.2447285652161,247,250,1926,128.65266666666668,151.7110322580645,24
dataset_augment/Apple/Apple_scab/image (222)_augmented_1471.JPG,0,10701.0,12783.0,0.8371274348744426,604.8010774850845,145,180,1328,114.2563311840015,137.71460611157835,20
dataset_augment/Apple/Apple_scab/image (118)_augmented_1510.JPG,0,44765.0,46764.0,0.9572534428192627,1000.2152910232544,242,256,2142,123.54535909750922,133.81655311068914,16
dataset_augment/Apple/Apple_scab/image (348)_augmented_966.JPG,0,26270.0,27504.5,0.955116435492374,737.8721451759338,159,225,1634,148.55203654358584,150.442291587362,27
dataset_augment/Apple/Apple_scab/image (369).JPG,0,36831.0,38067.0,0.96753093230357,860.357426404953,222,241,2133,112.03184817137738,149.02294262984987,16
dataset_augment/Apple/Apple_scab/image (369)_augmented_1432.JPG,0,16920.0,17558.0,0.9636632873903633,580.7594473361969,172,164,1482,122.78167848699763,159.0767730496454,25
dataset_augment/Apple/Apple_scab/image (410).JPG,0,35569.0,36917.0,0.9634856570143836,802.7422024011612,204,246,1796,138.0940706795243,152.64083893277854,26
dataset_augment/Apple/Apple_scab/image (380)_augmented_1008.JPG,0,37323.0,39083.5,0.9549554159683754,820.6244522333145,214,243,1758,128.47292554189107,151.5757039894971,21
dataset_augment/Apple/Apple_scab/image (53).JPG,0,28215.0,29881.5,0.9442297073440088,759.2863587141037,175,243,1690,143.21041998936735,158.74187488924332,28
dataset_augment/Apple/Apple_scab/image (555).JPG,0,36508.0,38449.5,0.9495051951260745,848.256921172142,208,249,1836,138.0462090500712,144.49200175304043,23
dataset_augment/Apple/Apple_scab/image (105).JPG,0,23964.0,26689.5,0.8978811892317203,741.2102386951447,236,200,1773,116.70872976130863,141.86521448839926,32
dataset_augment/Apple/Apple_scab/image (335)_augmented_1119.JPG,0,27899.0,29772.5,0.9370728020824587,844.6244522333145,243,235,1973,149.20179934764687,113.49919351948098,34
dataset_augment/Apple/Apple_scab/image (163)_augmented_985.JPG,0,29951.0,30873.0,0.970135717293428,778.9259679317474,194,248,1819,135.24449934893659,152.5976762044673,33
dataset_augment/Apple/Apple_scab/image (473)_augmented_761.JPG,0,30536.0,31321.5,0.9749213798828281,736.5828220844269,222,217,1691,120.80727665706051,154.51483494891275,39
dataset_augment/Apple/Apple_scab/image (390).JPG,0,25718.0,29094.0,0.8839623290025435,776.5411919355392,206,238,1724,140.21265261684422,172.70942530523368,29
dataset_augment/Apple/Apple_scab/image (462)_augmented_1311.JPG,0,27673.0,28019.5,0.9876336123057157,703.9310202598572,252,147,1806,129.53749141762728,146.75748924944892,35
dataset_augment/Apple/Apple_scab/image (45).JPG,0,22967.0,24563.0,0.9350242234254773,742.9259679317474,204,232,1979,103.85823137545174,154.03391823050464,30
dataset_augment/Apple/Apple_scab/image (285)_augmented_1477.JPG,0,16038.0,17314.5,0.9262756649051374,559.445739030838,124,183,1319,130.49607182940517,140.49906472128694,26
dataset_augment/Apple/Apple_scab/image (200)_augmented_977.JPG,0,17753.0,19420.5,0.9141371231430705,605.4873691797256,129,212,1534,126.24378978200868,135.95076888413226,27
dataset_augment/Apple/Apple_scab/image (406).JPG,0,36232.0,38076.5,0.9515580476146704,863.3107439279556,208,239,2007,138.61006844778098,141.7680503422389,32
dataset_augment/Apple/Apple_scab/image (606)_augmented_810.JPG,0,34562.0,38776.0,0.8913245306375077,925.8376553058624,222,244,1964,129.13407788901105,146.42540940917772,27
dataset_augment/Apple/Apple_scab/image (584)_augmented_1083.JPG,0,37934.0,38919.0,0.9746910249492535,842.3818116188049,251,227,2092,122.54615911846892,144.93638951863764,31
dataset_augment/Apple/Apple_scab/image (113).JPG,0,36561.0,37397.5,0.9776321946654188,791.068103313446,212,245,1705,132.0586143705041,141.57296025819863,43
dataset_augment/Apple/Apple_scab/image (587)_augmented_1297.JPG,0,13450.0,15289.0,0.879717443913925,543.2030984163284,143,167,1282,108.83605947955391,130.59130111524163,22
dataset_augment/Apple/Apple_scab/image (543).JPG,0,34768.0,38382.0,0.9058412797665573,891.9137753248215,230,233,2102,138.1705016106765,153.82239415554534,22
dataset_augment/Apple/Apple_scab/image (368)_augmented_1157.JPG,0,35339.0,36660.5,0.963953028463878,898.5239470005035,214,252,2005,126.49169472820397,138.3284473244857,35
dataset_augment/Apple/Apple_scab/image (73)_augmented_1026.JPG,0,47439.0,47904.0,0.9902930861723447,887.8721451759338,242,256,2215,120.86161175404203,133.08448744703725,22
dataset_augment/Apple/Apple_scab/image (562)_augmented_726.JPG,0,26615.0,26948.5,0.9876245431100061,676.6416971683502,190,210,1737,140.00266766860793,121.82269396956603,43
dataset_augment/Apple/Apple_scab/image (328).JPG,0,42567.0,43957.5,0.9683671728373998,878.0975408554077,241,250,1820,134.2831536166514,150.95299175417577,28
dataset_augment/Apple/Apple_scab/image (282).JPG,0,18625.0,19771.5,0.9420124927294338,591.3868639469147,145,198,1391,130.3658523489933,137.04112751677852,26
dataset_augment/Apple/Apple_scab/image (160)_augmented_956.JPG,0,26731.0,29676.0,0.9007615581614773,817.8132700920105,223,244,1790,113.03722270023569,173.65770079682764,17
dataset_augment/Apple/Apple_scab/image (451).JPG,0,25881.0,29361.5,0.8814604158506888,834.3990565538406,221,235,2029,129.12093813994824,169.78625246319694,20
dataset_augment/Apple/Apple_scab/image (12).JPG,0,29909.0,30758.5,0.9723816180893087,782.5411919355392,189,224,1557,129.6242936908623,159.7319535925641,23
dataset_augment/Apple/Apple_scab/image (232)_augmented_1149.JPG,0,25755.0,28122.0,0.9158310219756775,755.6955199241638,183,243,1770,139.84981556979227,134.74067171423025,21
dataset_augment/Apple/Apple_scab/image (514).JPG,0,36783.0,37647.5,0.9770369878477987,819.9970356225967,234,226,1982,126.98825544409102,151.58991925617812,34
dataset_augment/Apple/Apple_scab/image (144).JPG,0,20508.0,22062.5,0.9295410764872521,735.1269783973694,206,222,1770,81.57850594889798,131.04783499122294,17
dataset_augment/Apple/Apple_scab/image (241)_augmented_832.JPG,0,25479.0,27737.5,0.9185759351059035,813.1858534812927,171,242,1833,143.4696024176773,140.68829231916482,24
dataset_augment/Apple/Apple_scab/image (450).JPG,0,32232.0,37174.0,0.8670576209178458,1067.2518688440323,238,232,1737,125.02634028294862,136.33038595184908,30
dataset_augment/Apple/Apple_scab/image (588)_augmented_713.JPG,0,28126.0,29693.5,0.9472106690016333,737.1269783973694,177,245,1650,123.87243120244614,134.964090165683,31
dataset_augment/Apple/Apple_scab/image (13).JPG,0,30733.0,32874.5,0.9348583248414425,827.2518688440323,221,231,1589,134.948101389386,154.4573260013666,30
dataset_augment/Apple/Apple_scab/image (583)_augmented_1280.JPG,0,39769.0,41649.0,0.9548608610050662,927.345233798027,231,244,1984,129.25011943976463,141.528652970907,26
dataset_augment/Apple/Apple_scab/image (303)_augmented_1048.JPG,0,38050.0,39097.5,0.9732080056269582,786.8843377828598,202,250,1700,133.55597897503284,133.7511432325887,32
dataset_augment/Apple/Apple_scab/image (515).JPG,0,27425.0,30612.0,0.895890500457337,785.068103313446,192,256,1760,151.19741112123975,151.04736554238832,23
dataset_augment/Apple/Apple_scab/image (358)_augmented_1200.JPG,0,39233.0,41902.0,0.9363037563839435,900.7665876150131,216,256,1865,116.048683506232,140.11357785537686,31
dataset_augment/Apple/Apple_scab/image (4)_augmented_1312.JPG,0,31519.0,33325.5,0.9457922611813776,819.4284940958023,206,249,1824,136.52853834195247,143.6661378850852,22
dataset_augment/Apple/Apple_scab/image (145).JPG,0,31404.0,35042.5,0.8961689377184847,994.1391710042953,218,247,1991,154.29703222519424,138.3202776716342,26
dataset_augment/Apple/Apple_scab/image (210)_augmented_806.JPG,0,24809.0,28979.5,0.8560879242222951,810.3818116188049,198,238,1525,124.94840582046838,106.90164859526784,27
dataset_augment/Apple/Apple_scab/image (295)_augmented_1003.JPG,0,37906.0,39157.5,0.9680393283534444,799.4701242446899,226,235,1769,127.63063894897905,138.2086740885348,30
dataset_augment/Apple/Apple_scab/image (163)_augmented_1484.JPG,0,32902.0,33848.0,0.972051524462302,807.068103313446,210,249,1829,146.8902498328369,153.22995562579783,33
dataset_augment/Apple/Apple_scab/image (230)_augmented_742.JPG,0,35376.0,37711.5,0.938069289208862,860.8010774850845,220,238,1926,108.02094640434193,138.7892356399819,24
dataset_augment/Apple/Apple_scab/image (463)_augmented_1248.JPG,0,23349.0,24242.5,0.9631432401773744,684.1736608743668,120,256,1780,142.1034733821577,140.32224078118978,25
dataset_augment/Apple/Apple_scab/image (329).JPG,0,42704.0,44568.0,0.9581762699694848,989.8132700920105,232,250,2058,133.099194454852,139.7231641064069,25
dataset_augment/Apple/Apple_scab/image (34)_augmented_1293.JPG,0,43707.0,45446.0,0.961734806143555,918.6244522333145,256,245,2107,133.61905415608484,133.8781888484682,34
dataset_augment/Apple/Apple_scab/image (283).JPG,0,21221.0,22380.0,0.9482126899016979,686.8843377828598,167,227,1718,129.49917534517695,141.518825691532,29
dataset_augment/Apple/Apple_scab/image (44).JPG,0,30664.0,35371.0,0.8669248819654519,1016.9675980806351,201,241,1677,132.09662796764937,146.71282285416123,22
dataset_augment/Apple/Apple_scab/image (91)_augmented_1094.JPG,0,34115.0,40488.5,0.842584931523766,968.8254626989365,218,249,2137,137.1656456104353,161.584728125458,23
dataset_augment/Apple/Apple_scab/image (145)_augmented_1599.JPG,0,31720.0,34853.5,0.9100951123990417,948.9604578018188,216,247,1980,153.31831651954602,137.95747162673393,24
dataset_augment/Apple/Apple_scab/image (407).JPG,0,39482.0,41267.0,0.9567450989895073,890.4406867027283,256,234,2143,112.8037333468416,129.72197457069043,27
dataset_augment/Apple/Apple_scab/image (50)_augmented_664.JPG,0,30941.0,33601.5,0.9208219871136705,796.9848430156708,208,242,1689,127.39038815810737,163.27985520829967,21
dataset_augment/Apple/Apple_scab/image (112).JPG,0,33574.0,35697.5,0.9405140415995518,910.9259679317474,212,226,1693,131.31149103472924,143.16217906713527,30
dataset_augment/Apple/Apple_scab/image (542).JPG,0,31654.0,35285.0,0.8970950828964149,1031.47012424469,218,218,1708,135.42443293106717,148.02423074492955,21
dataset_augment/Apple/Apple_scab/image (267)_augmented_658.JPG,0,26458.0,28180.5,0.9388761732403612,733.7543950080872,172,238,1661,135.72836193211884,137.6745785773679,25
dataset_augment/Apple/Apple_scab/image (552)_augmented_1167.JPG,0,38207.0,39342.5,0.9711380822265997,829.7960251569748,239,238,1761,122.68898369408747,142.197686287853,31
dataset_augment/Apple/Apple_scab/image (589)_augmented_1221.JPG,0,24540.0,29225.5,0.839677678739457,791.9726504087448,206,219,1804,118.85118174409128,149.3744498777506,17
dataset_augment/Apple/Apple_scab/image (186)_augmented_1386.JPG,0,30899.0,31897.5,0.9686966063171095,745.6538897752762,242,190,1774,118.85562639567624,128.93857406388557,34
dataset_augment/Apple/Apple_scab/image (391).JPG,0,31924.0,35674.0,0.8948814262488086,847.0853482484818,211,245,1773,145.98468237063025,164.28477007893747,22
dataset_augment/Apple/Apple_scab/image (462)_augmented_1301.JPG,0,13240.0,13404.0,0.987764846314533,469.9310202598572,160,123,1185,113.55045317220544,140.1296827794562,38
dataset_augment/Apple/Apple_scab/image (249)_augmented_1630.JPG,0,24063.0,26083.0,0.9225549208296592,739.4701242446899,160,232,1828,125.74437933757221,130.1585421601629,33
dataset_augment/Apple/Apple_scab/image (523)_augmented_677.JPG,0,12266.0,13747.0,0.8922674037971922,548.6589421033859,133,173,1218,118.45776944399152,157.5741888146095,24
dataset_augment/Apple/Apple_scab/image (98)_augmented_1194.JPG,0,31847.0,33581.0,0.9483636580209047,848.6000670194626,196,234,1749,123.85540239269005,152.52099098816214,25
dataset_augment/Apple/Apple_scab/image (333)_augmented_685.JPG,0,22751.0,23605.0,0.963821224316882,728.6244522333145,216,222,1967,110.83367764054327,142.90224605511847,32
dataset_augment/Apple/Apple_scab/image (287)_augmented_749.JPG,0,25842.0,27894.5,0.9264191865779993,795.4112491607666,200,229,1681,144.7368237752496,139.2826019657921,28
dataset_augment/Apple/Apple_scab/image (411).JPG,0,40904.0,42954.5,0.9522634415486154,869.9970356225967,241,233,1683,129.9269264619597,147.1027283395267,30
dataset_augment/Apple/Apple_scab/image (52).JPG,0,31939.0,33251.0,0.9605425400739828,909.7298204898834,203,234,1710,140.94664829831868,163.457778891011,30
dataset_augment/Apple/Apple_scab/image (478)_augmented_688.JPG,0,29179.0,31726.5,0.9197043481001687,790.4823168516159,208,228,1737,149.98612015490593,138.37225401830082,28
dataset_augment/Apple/Apple_scab/image (554).JPG,0,42985.0,44185.5,0.9728304534292924,917.4701242446899,242,243,2148,116.28272653251135,143.10934046760497,23
dataset_augment/Apple/Apple_scab/image (61)_augmented_1451.JPG,0,33896.0,35469.0,0.9556514139107389,875.5950146913528,203,221,1659,140.78324876091574,139.58688340807174,25
dataset_augment/Apple/Apple_scab/image (104).JPG,0,26340.0,27032.5,0.97438268750578,658.4995617866516,162,225,1572,125.56822323462414,129.18978739559606,44
dataset_augment/Apple/Apple_scab/image (382)_augmented_824.JPG,0,49318.0,50333.5,0.9798245701173175,973.9310202598572,256,244,2256,126.2194127904619,138.2184395149844,21
dataset_augment/Apple/Apple_scab/image (10)_augmented_1366.JPG,0,41543.0,42350.0,0.9809445100354192,828.3401814699173,247,234,1632,125.76583299232121,155.02994487639313,24
dataset_augment/Apple/Apple_scab/image (496)_augmented_951.JPG,0,25139.0,27839.0,0.9030137576780776,744.5828220844269,176,248,1627,150.47897688849994,126.11436413540714,24
dataset_augment/Apple/Apple_scab/image (387).JPG,0,35505.0,36545.5,0.9715286423773105,787.9137753248215,215,233,1622,136.33555837206026,159.3376989156457,24
dataset_augment/Apple/Apple_scab/image (460)_augmented_990.JPG,0,18501.0,19160.0,0.9656054279749479,560.4751765727997,147,172,1298,129.7541754499757,130.8683314415437,28
dataset_augment/Apple/Apple_scab/image (520)_augmented_1281.JPG,0,18102.0,18990.0,0.9532385466034755,694.2152910232544,114,213,1546,124.38608993481384,119.40365705446912,31
dataset_augment/Apple/Apple_scab/image (339)_augmented_835.JPG,0,29690.0,31454.5,0.9439030981258644,817.3107439279556,223,244,2132,114.25904344897272,154.00959919164703,24
dataset_augment/Apple/Apple_scab/image (368).JPG,0,25965.0,26929.5,0.9641842588982342,738.3401814699173,196,208,1514,124.56811091854419,134.80284999037164,36
dataset_augment/Apple/Apple_scab/image (377)_augmented_1235.JPG,0,35719.0,37741.0,0.9464243130812644,920.9259679317474,193,233,1835,140.35227749937008,139.76679078361656,31
dataset_augment/Apple/Apple_scab/image (68)_augmented_1394.JPG,0,29854.0,32229.5,0.926294233543803,879.5117543935776,172,238,1636,148.00368459837878,131.9011187780532,33
dataset_augment/Apple/Apple_scab/image (492)_augmented_849.JPG,0,29633.0,36002.0,0.8230931614910283,942.0142805576324,210,243,1663,112.28559376370937,138.62288664664393,20
dataset_augment/Apple/Apple_scab/image (183)_augmented_1627.JPG,0,30469.0,35978.5,0.8468668788304126,882.8427076339722,256,178,1815,118.34927303160589,168.23331911122781,17
dataset_augment/Apple/Apple_scab/image (237)_augmented_1605.JPG,0,31847.0,33718.5,0.944496344736569,774.2985513210297,192,243,1694,145.60916255848275,144.7308380695199,29
dataset_augment/Apple/Apple_scab/image (446).JPG,0,32291.0,34042.5,0.9485496071087611,770.558436870575,191,245,1705,138.00226069183364,160.3130903347682,30
dataset_augment/Apple/Apple_scab/image (354)_augmented_1514.JPG,0,44683.0,45989.5,0.9715913415018645,916.5411919355392,230,241,1923,128.73247096211088,141.64384665308955,36
dataset_augment/Apple/Apple_scab/image (514)_augmented_1328.JPG,0,45098.0,46031.0,0.9797310508135821,904.457931637764,256,232,2018,126.12619184886248,151.19215929752983,19
dataset_augment/Apple/Apple_scab/image (153).JPG,0,34831.0,40358.0,0.8630506962683978,995.4528793096542,218,249,2077,152.42522465619706,144.05153455255376,29
dataset_augment/Apple/Apple_scab/image (184)_augmented_967.JPG,0,27935.0,32902.5,0.8490236304232202,932.0904005765915,222,256,1908,76.19799534633972,166.751243959191,9
dataset_augment/Apple/Apple_scab/image (503).JPG,0,38281.0,39156.0,0.977653488609664,814.0315254926682,200,245,1893,132.77320341683864,143.55074318852695,27
dataset_augment/Apple/Apple_scab/image (277)_augmented_1300.JPG,0,20515.0,21421.0,0.9577050557863779,618.2152910232544,172,179,1326,130.05990738484036,157.32571289300512,29
dataset_augment/Apple/Apple_scab/image (311)_augmented_920.JPG,0,30142.0,31022.5,0.97161737448626,809.6538897752762,190,224,1628,124.87174042863778,126.50962112666711,43
dataset_augment/Apple/Apple_scab/image (81)_augmented_802.JPG,0,25993.0,27116.5,0.9585676617557576,826.8082177639008,248,234,2165,106.08433039664526,137.90128111414612,21
dataset_augment/Apple/Apple_scab/image (344)_augmented_1372.JPG,0,25576.0,26359.0,0.9702947759778444,677.8305150270462,189,195,1647,139.43544729433845,137.4589849859243,30
dataset_augment/Apple/Apple_scab/image (295).JPG,0,37306.0,38543.0,0.9679059751446436,789.8965303897858,225,234,1657,127.65957218677961,138.23052592076343,33
dataset_augment/Apple/Apple_scab/image (368)_augmented_1580.JPG,0,26007.0,26956.0,0.9647944798931593,736.8254626989365,196,208,1580,124.62279386319068,134.88649209828122,36
dataset_augment/Apple/Apple_scab/image (461)_augmented_1504.JPG,0,29381.0,33138.5,0.8866122485930262,800.2396762371063,220,227,1525,125.14716993975699,111.71001667744461,31
dataset_augment/Apple/Apple_scab/image (291)_augmented_1401.JPG,0,20280.0,22432.0,0.9040656205420827,669.1858534812927,152,215,1646,106.29704142011835,128.64457593688363,24
dataset_augment/Apple/Apple_scab/image (128).JPG,0,23842.0,24966.5,0.9549596459255403,692.2985513210297,172,230,1682,138.43188490898416,143.8958560523446,28
dataset_augment/Apple/Apple_scab/image (578).JPG,0,21047.0,21961.0,0.958380765903192,675.1269783973694,159,195,1450,116.79274956050743,125.86273578182164,39
dataset_augment/Apple/Apple_scab/image (91).JPG,0,34068.0,40554.0,0.8400650983873355,972.9259679317474,218,249,2137,137.22525537160973,161.56410707995772,20
dataset_augment/Apple/Apple_scab/image (597).JPG,0,27962.0,29802.5,0.9382434359533596,739.5289993286133,171,246,1850,132.58025177025965,140.19358414991774,30
dataset_augment/Apple/Apple_scab/image (39)_augmented_1197.JPG,0,37556.0,39998.0,0.9389469473473674,871.1269783973694,227,246,1825,123.5246831398445,153.9773405048461,18
dataset_augment/Apple/Apple_scab/image (15)_augmented_1017.JPG,0,22261.0,25806.0,0.862628846004805,713.4701242446899,193,185,1363,138.33435155653385,130.2168815417097,24
dataset_augment/Apple/Apple_scab/image (344).JPG,0,25463.0,26379.0,0.9652754084688578,690.256921172142,171,223,1747,141.48800219926952,134.4345128225268,34
dataset_augment/Apple/Apple_scab/image (389)_augmented_1521.JPG,0,37521.0,38525.5,0.9739263604625508,863.0264731645584,246,244,2155,116.36872684629941,134.9561045814344,27
dataset_augment/Apple/Apple_scab/image (512)_augmented_861.JPG,0,23423.0,26042.5,0.8994144187386004,772.357426404953,206,211,1874,94.43756137130171,145.31358066857362,13
dataset_augment/Apple/Apple_scab/image (50)_augmented_1460.JPG,0,30612.0,33659.0,0.9094744347722749,815.9970356225967,209,241,1681,127.4780478243826,163.54550503070692,27
dataset_augment/Apple/Apple_scab/image (88)_augmented_1526.JPG,0,22049.0,24424.0,0.9027595807402555,732.256921172142,188,234,1680,124.4857363145721,153.6862896276475,24
dataset_augment/Apple/Apple_scab/image (628)_augmented_1106.JPG,0,28386.0,31014.5,0.9152493188669816,778.4234417676926,177,246,1687,120.80152187698161,134.10804621996758,28
dataset_augment/Apple/Apple_scab/image (201).JPG,0,33408.0,38975.5,0.8571538530615387,1041.0853482484818,215,241,2049,115.68486590038314,155.35533405172413,15
dataset_augment/Apple/Apple_scab/image (617)_augmented_952.JPG,0,22077.0,24364.0,0.9061319980298802,734.4995617866516,216,196,1691,113.62354486569733,113.08035512071386,25
dataset_augment/Apple/Apple_scab/image (485).JPG,0,23411.0,24680.5,0.9485626304167257,746.4406867027283,159,211,1443,144.10755627696383,130.9806074067746,35
dataset_augment/Apple/Apple_scab/image (426)_augmented_853.JPG,0,30934.0,33083.0,0.9350421666717045,767.2102386951447,192,240,1833,122.35288032585504,132.42241546518395,33
dataset_augment/Apple/Apple_scab/image (401)_augmented_1252.JPG,0,14594.0,15354.0,0.9505014979809822,557.6711347103119,164,163,1446,135.36165547485268,136.38508976291627,29
dataset_augment/Apple/Apple_scab/image (601)_augmented_1321.JPG,0,34274.0,35185.0,0.9741082847804462,798.5411919355392,188,237,1811,142.05304312306706,143.1021474003618,36
dataset_augment/Apple/Apple_scab/image (190).JPG,0,30601.0,34744.0,0.8807563895924476,863.269113779068,225,249,1804,130.54099539230745,161.73899545766477,26
dataset_augment/Apple/Apple_scab/image (29).JPG,0,32019.0,34681.5,0.9232299641018987,921.8965303897858,203,240,2038,138.4834941753334,133.55086042662168,30
dataset_augment/Apple/Apple_scab/image (313).JPG,0,35456.0,36139.0,0.9811007498823985,793.3279888629913,221,237,1861,109.29016245487365,148.173059566787,30
dataset_augment/Apple/Apple_scab/image (256).JPG,0,40072.0,41285.0,0.9706188688385612,940.256921172142,221,242,2048,122.77091235775605,139.30195647833898,26
dataset_augment/Apple/Apple_scab/image (606).JPG,0,34648.0,38760.0,0.8939112487100103,911.6955199241638,222,244,1961,128.94675017317016,146.36489840683444,26
dataset_augment/Apple/Apple_scab/image (169).JPG,0,38723.0,39891.5,0.9707080455736184,870.6761870384216,214,227,1623,99.02541125429332,159.05720114660537,15
dataset_augment/Apple/Apple_scab/image (493).JPG,0,24952.0,26615.5,0.9374988258721422,704.8843377828598,180,231,1689,144.74603238217378,155.32057550496955,21
dataset_augment/Apple/Apple_scab/image (539).JPG,0,39080.0,42825.5,0.9125404256809612,941.0264731645584,224,248,1834,124.42397645854658,147.34298874104402,29
dataset_augment/Apple/Apple_scab/image (465)_augmented_1339.JPG,0,30488.0,32506.0,0.937919153387067,885.3940042257309,179,240,1656,136.7417344528995,127.68463001836788,36
dataset_augment/Apple/Apple_scab/image (186).JPG,0,30817.0,31952.5,0.9644628745794539,765.3279888629913,186,227,1841,121.43998442418146,133.76727131128922,37
dataset_augment/Apple/Apple_scab/image (161)_augmented_1096.JPG,0,50245.0,51997.5,0.9662964565604115,956.457931637764,256,252,1909,117.25905065180615,145.29995024380534,16
dataset_augment/Apple/Apple_scab/image (522)_augmented_903.JPG,0,15265.0,15940.0,0.9576537013801757,524.6589421033859,139,156,1196,138.88378643956764,112.89590566655748,33
dataset_augment/Apple/Apple_scab/image (42)_augmented_901.JPG,0,26265.0,28064.5,0.9358798482068094,742.7838325500488,175,244,1643,136.51581953169617,133.8973538930135,28
dataset_augment/Apple/Apple_scab/image (105)_augmented_841.JPG,0,24026.0,26736.0,0.8986385397965291,746.3818116188049,236,201,1761,116.90651793889953,141.96707733288937,35
dataset_augment/Apple/Apple_scab/image (383)_augmented_1437.JPG,0,31781.0,37960.0,0.8372233930453109,1072.2985513210297,215,238,1795,154.8824140209559,167.2948302444857,13
dataset_augment/Apple/Apple_scab/image (1)_augmented_1077.JPG,0,21583.0,22575.5,0.9560364111536843,621.6295045614243,147,206,1410,147.08525228188853,138.020479080758,31
dataset_augment/Apple/Apple_scab/image (305).JPG,0,30326.0,33976.0,0.8925712267482929,1015.5533845424652,223,233,1624,121.23577128536569,171.09173646376047,18
dataset_augment/Apple/Apple_scab/image (83)_augmented_1009.JPG,0,31072.0,33990.5,0.9141377737897354,848.3401814699173,201,239,1587,129.53736483007208,133.7315589598352,26
dataset_augment/Apple/Apple_scab/image (304)_augmented_759.JPG,0,16672.0,18525.0,0.8999730094466937,599.4873691797256,154,179,1448,123.98092610364684,135.4676103646833,25
dataset_augment/Apple/Apple_scab/image (339)_augmented_767.JPG,0,29671.0,31481.0,0.9425050030176932,817.8965303897858,223,244,2135,114.25563681709413,154.00566209430085,24
dataset_augment/Apple/Apple_scab/image (610).JPG,0,27241.0,29239.0,0.9316666096651732,768.3401814699173,204,244,2001,112.17275430417385,134.77757791564187,28
dataset_augment/Apple/Apple_scab/image (240).JPG,0,44290.0,45406.5,0.9754110094369749,874.8670928478241,239,251,1799,126.44317001580492,130.02131406638068,36
dataset_augment/Apple/Apple_scab/image (87).JPG,0,35147.0,36712.0,0.9573708869034648,824.7422024011612,192,238,1728,129.92969527982473,147.21984806669133,33
dataset_augment/Apple/Apple_scab/image (372)_augmented_1024.JPG,0,35013.0,38370.5,0.9124978824878487,861.6122596263885,233,233,1489,133.27529774655127,135.89152600462685,25
dataset_augment/Apple/Apple_scab/image (164)_augmented_1494.JPG,0,25979.0,26933.0,0.9645787695392269,736.0142805576324,161,246,1799,138.15185342007007,152.21394203010124,30
